drug,reaction,atom_idx,element,effect,baseline_score
empagliflozin,Urinary tract infection,1,C,-0.010073482990264893,0.6422433853149414
empagliflozin,Urinary tract infection,2,O,0.006834805011749268,0.6422433853149414
empagliflozin,Urinary tract infection,3,C,-0.003198564052581787,0.6422433853149414
empagliflozin,Urinary tract infection,4,C,0.0019161701202392578,0.6422433853149414
empagliflozin,Urinary tract infection,5,O,0.006288409233093262,0.6422433853149414
empagliflozin,Urinary tract infection,6,C,0.006017506122589111,0.6422433853149414
empagliflozin,Urinary tract infection,7,C,0.0008154511451721191,0.6422433853149414
empagliflozin,Urinary tract infection,8,C,0.0004566311836242676,0.6422433853149414
empagliflozin,Urinary tract infection,9,C,0.008401155471801758,0.6422433853149414
empagliflozin,Urinary tract infection,10,C,0.0004566311836242676,0.6422433853149414
empagliflozin,Urinary tract infection,11,C,0.0008154511451721191,0.6422433853149414
empagliflozin,Urinary tract infection,12,C,0.007435858249664307,0.6422433853149414
empagliflozin,Urinary tract infection,13,C,0.00133514404296875,0.6422433853149414
empagliflozin,Urinary tract infection,14,C,0.0023502111434936523,0.6422433853149414
empagliflozin,Urinary tract infection,15,C,0.004183292388916016,0.6422433853149414
empagliflozin,Urinary tract infection,16,C,0.0018758177757263184,0.6422433853149414
empagliflozin,Urinary tract infection,17,C,0.004534304141998291,0.6422433853149414
empagliflozin,Urinary tract infection,18,C,0.0027471184730529785,0.6422433853149414
empagliflozin,Urinary tract infection,19,C,0.0001437664031982422,0.6422433853149414
empagliflozin,Urinary tract infection,20,C,-3.11732292175293e-05,0.6422433853149414
empagliflozin,Urinary tract infection,21,C,-0.0007654428482055664,0.6422433853149414
empagliflozin,Urinary tract infection,22,C,0.001897573471069336,0.6422433853149414
empagliflozin,Urinary tract infection,23,C,0.0010053515434265137,0.6422433853149414
empagliflozin,Urinary tract infection,24,O,0.008273303508758545,0.6422433853149414
empagliflozin,Urinary tract infection,25,C,-0.0016502737998962402,0.6422433853149414
empagliflozin,Urinary tract infection,26,O,0.009920299053192139,0.6422433853149414
empagliflozin,Urinary tract infection,27,O,-0.0028859376907348633,0.6422433853149414
empagliflozin,Urinary tract infection,28,O,-0.0025394558906555176,0.6422433853149414
empagliflozin,Urinary tract infection,29,O,0.0012121200561523438,0.6422433853149414
empagliflozin,Urinary tract infection,30,Cl,-0.0023250579833984375,0.6422433853149414
glimepiride,Lactic acidosis,0,C,0.0023173093795776367,0.8523923754692078
glimepiride,Lactic acidosis,1,C,0.000898897647857666,0.8523923754692078
glimepiride,Lactic acidosis,2,C,-0.0026031136512756348,0.8523923754692078
glimepiride,Lactic acidosis,3,C,-0.0031496286392211914,0.8523923754692078
glimepiride,Lactic acidosis,4,C,-0.00018644332885742188,0.8523923754692078
glimepiride,Lactic acidosis,5,N,-0.002977311611175537,0.8523923754692078
glimepiride,Lactic acidosis,6,C,-0.003050565719604492,0.8523923754692078
glimepiride,Lactic acidosis,7,O,-0.0002442002296447754,0.8523923754692078
glimepiride,Lactic acidosis,8,C,-0.002342820167541504,0.8523923754692078
glimepiride,Lactic acidosis,9,O,0.0008943080902099609,0.8523923754692078
glimepiride,Lactic acidosis,10,N,-0.002324819564819336,0.8523923754692078
glimepiride,Lactic acidosis,11,C,0.0011224150657653809,0.8523923754692078
glimepiride,Lactic acidosis,12,C,0.0008504390716552734,0.8523923754692078
glimepiride,Lactic acidosis,13,C,-0.005988419055938721,0.8523923754692078
glimepiride,Lactic acidosis,14,C,0.0011284947395324707,0.8523923754692078
glimepiride,Lactic acidosis,15,C,0.0009657740592956543,0.8523923754692078
glimepiride,Lactic acidosis,16,C,-0.01612985134124756,0.8523923754692078
glimepiride,Lactic acidosis,17,C,0.0009657740592956543,0.8523923754692078
glimepiride,Lactic acidosis,18,C,0.0011284947395324707,0.8523923754692078
glimepiride,Lactic acidosis,19,S,-0.006862223148345947,0.8523923754692078
glimepiride,Lactic acidosis,20,O,-0.0032872557640075684,0.8523923754692078
glimepiride,Lactic acidosis,21,O,-0.0032872557640075684,0.8523923754692078
glimepiride,Lactic acidosis,22,N,-0.0013574957847595215,0.8523923754692078
glimepiride,Lactic acidosis,23,C,-0.0019246339797973633,0.8523923754692078
glimepiride,Lactic acidosis,24,O,0.0009937286376953125,0.8523923754692078
glimepiride,Lactic acidosis,25,N,-0.00044405460357666016,0.8523923754692078
glimepiride,Lactic acidosis,26,C,-0.0031220316886901855,0.8523923754692078
glimepiride,Lactic acidosis,27,C,3.3736228942871094e-05,0.8523923754692078
glimepiride,Lactic acidosis,28,C,0.0004354715347290039,0.8523923754692078
glimepiride,Lactic acidosis,29,C,-0.0003273487091064453,0.8523923754692078
glimepiride,Lactic acidosis,30,C,0.0004354715347290039,0.8523923754692078
glimepiride,Lactic acidosis,31,C,3.3736228942871094e-05,0.8523923754692078
glimepiride,Lactic acidosis,32,C,0.005112648010253906,0.8523923754692078
glimepiride,Lactic acidosis,33,C,0.003969073295593262,0.8523923754692078
glimepiride,Nausea,0,C,2.1338462829589844e-05,0.9069039821624756
glimepiride,Nausea,1,C,0.00030678510665893555,0.9069039821624756
glimepiride,Nausea,2,C,-0.0020600557327270508,0.9069039821624756
glimepiride,Nausea,3,C,-0.0022864937782287598,0.9069039821624756
glimepiride,Nausea,4,C,-0.0003674626350402832,0.9069039821624756
glimepiride,Nausea,5,N,-0.0018166303634643555,0.9069039821624756
glimepiride,Nausea,6,C,-0.0018481016159057617,0.9069039821624756
glimepiride,Nausea,7,O,-9.119510650634766e-05,0.9069039821624756
glimepiride,Nausea,8,C,-0.001231372356414795,0.9069039821624756
glimepiride,Nausea,9,O,0.0006812214851379395,0.9069039821624756
glimepiride,Nausea,10,N,-0.0006006360054016113,0.9069039821624756
glimepiride,Nausea,11,C,-5.364418029785156e-05,0.9069039821624756
glimepiride,Nausea,12,C,3.737211227416992e-05,0.9069039821624756
glimepiride,Nausea,13,C,-0.0031987428665161133,0.9069039821624756
glimepiride,Nausea,14,C,0.0008915066719055176,0.9069039821624756
glimepiride,Nausea,15,C,0.0007619261741638184,0.9069039821624756
glimepiride,Nausea,16,C,-0.01025313138961792,0.9069039821624756
glimepiride,Nausea,17,C,0.0007619261741638184,0.9069039821624756
glimepiride,Nausea,18,C,0.0008915066719055176,0.9069039821624756
glimepiride,Nausea,19,S,-0.0051659345626831055,0.9069039821624756
glimepiride,Nausea,20,O,-0.002769649028778076,0.9069039821624756
glimepiride,Nausea,21,O,-0.002769649028778076,0.9069039821624756
glimepiride,Nausea,22,N,-0.0018486976623535156,0.9069039821624756
glimepiride,Nausea,23,C,-0.0009940266609191895,0.9069039821624756
glimepiride,Nausea,24,O,0.0007562637329101562,0.9069039821624756
glimepiride,Nausea,25,N,-7.671117782592773e-05,0.9069039821624756
glimepiride,Nausea,26,C,-0.0020514726638793945,0.9069039821624756
glimepiride,Nausea,27,C,-0.00037914514541625977,0.9069039821624756
glimepiride,Nausea,28,C,-0.0001894831657409668,0.9069039821624756
glimepiride,Nausea,29,C,-0.000559389591217041,0.9069039821624756
glimepiride,Nausea,30,C,-0.0001894831657409668,0.9069039821624756
glimepiride,Nausea,31,C,-0.00037914514541625977,0.9069039821624756
glimepiride,Nausea,32,C,0.0014426112174987793,0.9069039821624756
glimepiride,Nausea,33,C,0.0005931854248046875,0.9069039821624756
glimepiride,Urinary tract infection,0,C,-0.009943872690200806,0.4506981372833252
glimepiride,Urinary tract infection,1,C,-0.0018993914127349854,0.4506981372833252
glimepiride,Urinary tract infection,2,C,0.02297234535217285,0.4506981372833252
glimepiride,Urinary tract infection,3,C,0.005103170871734619,0.4506981372833252
glimepiride,Urinary tract infection,4,C,-0.002132982015609741,0.4506981372833252
glimepiride,Urinary tract infection,5,N,0.044649869203567505,0.4506981372833252
glimepiride,Urinary tract infection,6,C,0.029012948274612427,0.4506981372833252
glimepiride,Urinary tract infection,7,O,0.022899776697158813,0.4506981372833252
glimepiride,Urinary tract infection,8,C,0.005460947751998901,0.4506981372833252
glimepiride,Urinary tract infection,9,O,-0.001019507646560669,0.4506981372833252
glimepiride,Urinary tract infection,10,N,0.007414102554321289,0.4506981372833252
glimepiride,Urinary tract infection,11,C,-0.007844269275665283,0.4506981372833252
glimepiride,Urinary tract infection,12,C,-0.005860716104507446,0.4506981372833252
glimepiride,Urinary tract infection,13,C,0.006062030792236328,0.4506981372833252
glimepiride,Urinary tract infection,14,C,0.003236442804336548,0.4506981372833252
glimepiride,Urinary tract infection,15,C,0.0029722750186920166,0.4506981372833252
glimepiride,Urinary tract infection,16,C,-0.011068195104598999,0.4506981372833252
glimepiride,Urinary tract infection,17,C,0.0029722750186920166,0.4506981372833252
glimepiride,Urinary tract infection,18,C,0.003236442804336548,0.4506981372833252
glimepiride,Urinary tract infection,19,S,-0.008516252040863037,0.4506981372833252
glimepiride,Urinary tract infection,20,O,-0.007836103439331055,0.4506981372833252
glimepiride,Urinary tract infection,21,O,-0.007836103439331055,0.4506981372833252
glimepiride,Urinary tract infection,22,N,-0.007805824279785156,0.4506981372833252
glimepiride,Urinary tract infection,23,C,0.004329472780227661,0.4506981372833252
glimepiride,Urinary tract infection,24,O,-0.002282649278640747,0.4506981372833252
glimepiride,Urinary tract infection,25,N,0.00150221586227417,0.4506981372833252
glimepiride,Urinary tract infection,26,C,0.0023447275161743164,0.4506981372833252
glimepiride,Urinary tract infection,27,C,-0.002799004316329956,0.4506981372833252
glimepiride,Urinary tract infection,28,C,-0.002588719129562378,0.4506981372833252
glimepiride,Urinary tract infection,29,C,-0.001571565866470337,0.4506981372833252
glimepiride,Urinary tract infection,30,C,-0.002588719129562378,0.4506981372833252
glimepiride,Urinary tract infection,31,C,-0.002799004316329956,0.4506981372833252
glimepiride,Urinary tract infection,32,C,-0.01761963963508606,0.4506981372833252
glimepiride,Urinary tract infection,33,C,-0.025576919317245483,0.4506981372833252
glipizide,Lactic acidosis,0,C,-0.0007797479629516602,0.8571147918701172
glipizide,Lactic acidosis,1,C,-0.0005460381507873535,0.8571147918701172
glipizide,Lactic acidosis,2,C,0.0007895231246948242,0.8571147918701172
glipizide,Lactic acidosis,3,N,0.0014347434043884277,0.8571147918701172
glipizide,Lactic acidosis,4,C,-0.0022827982902526855,0.8571147918701172
glipizide,Lactic acidosis,5,C,-0.00044274330139160156,0.8571147918701172
glipizide,Lactic acidosis,6,N,0.0014268755912780762,0.8571147918701172
glipizide,Lactic acidosis,7,C,-0.0028839111328125,0.8571147918701172
glipizide,Lactic acidosis,8,O,-0.0005436539649963379,0.8571147918701172
glipizide,Lactic acidosis,9,N,0.0016927719116210938,0.8571147918701172
glipizide,Lactic acidosis,10,C,-0.003978133201599121,0.8571147918701172
glipizide,Lactic acidosis,11,C,-0.002755463123321533,0.8571147918701172
glipizide,Lactic acidosis,12,C,0.004713833332061768,0.8571147918701172
glipizide,Lactic acidosis,13,C,0.0017841458320617676,0.8571147918701172
glipizide,Lactic acidosis,14,C,0.0016451478004455566,0.8571147918701172
glipizide,Lactic acidosis,15,C,0.010006964206695557,0.8571147918701172
glipizide,Lactic acidosis,16,C,0.0016451478004455566,0.8571147918701172
glipizide,Lactic acidosis,17,C,0.0017841458320617676,0.8571147918701172
glipizide,Lactic acidosis,18,S,-0.0029094815254211426,0.8571147918701172
glipizide,Lactic acidosis,19,O,-0.002306997776031494,0.8571147918701172
glipizide,Lactic acidosis,20,O,-0.002306997776031494,0.8571147918701172
glipizide,Lactic acidosis,21,N,-0.0010520219802856445,0.8571147918701172
glipizide,Lactic acidosis,22,C,-0.0015847086906433105,0.8571147918701172
glipizide,Lactic acidosis,23,O,-0.00014829635620117188,0.8571147918701172
glipizide,Lactic acidosis,24,N,-0.00046640634536743164,0.8571147918701172
glipizide,Lactic acidosis,25,C,-0.002725839614868164,0.8571147918701172
glipizide,Lactic acidosis,26,C,-0.0011963844299316406,0.8571147918701172
glipizide,Lactic acidosis,27,C,-0.0011121630668640137,0.8571147918701172
glipizide,Lactic acidosis,28,C,0.00047153234481811523,0.8571147918701172
glipizide,Lactic acidosis,29,C,-0.0011121630668640137,0.8571147918701172
glipizide,Lactic acidosis,30,C,-0.0011963844299316406,0.8571147918701172
glipizide,Nausea,0,C,0.008524060249328613,0.9095775485038757
glipizide,Nausea,1,C,-0.0008615255355834961,0.9095775485038757
glipizide,Nausea,2,C,0.00027358531951904297,0.9095775485038757
glipizide,Nausea,3,N,0.0009881258010864258,0.9095775485038757
glipizide,Nausea,4,C,-0.002289712429046631,0.9095775485038757
glipizide,Nausea,5,C,-0.00046759843826293945,0.9095775485038757
glipizide,Nausea,6,N,0.0006027817726135254,0.9095775485038757
glipizide,Nausea,7,C,-0.0020958781242370605,0.9095775485038757
glipizide,Nausea,8,O,7.486343383789062e-05,0.9095775485038757
glipizide,Nausea,9,N,0.0007338523864746094,0.9095775485038757
glipizide,Nausea,10,C,-0.0015559792518615723,0.9095775485038757
glipizide,Nausea,11,C,-0.000708460807800293,0.9095775485038757
glipizide,Nausea,12,C,0.000966489315032959,0.9095775485038757
glipizide,Nausea,13,C,0.0010589957237243652,0.9095775485038757
glipizide,Nausea,14,C,0.0009897947311401367,0.9095775485038757
glipizide,Nausea,15,C,0.007121562957763672,0.9095775485038757
glipizide,Nausea,16,C,0.0009897947311401367,0.9095775485038757
glipizide,Nausea,17,C,0.0010589957237243652,0.9095775485038757
glipizide,Nausea,18,S,-0.004929244518280029,0.9095775485038757
glipizide,Nausea,19,O,-0.0036935806274414062,0.9095775485038757
glipizide,Nausea,20,O,-0.0036935806274414062,0.9095775485038757
glipizide,Nausea,21,N,-0.0021255016326904297,0.9095775485038757
glipizide,Nausea,22,C,-0.0006598830223083496,0.9095775485038757
glipizide,Nausea,23,O,0.0010014176368713379,0.9095775485038757
glipizide,Nausea,24,N,0.00029724836349487305,0.9095775485038757
glipizide,Nausea,25,C,-0.0021573901176452637,0.9095775485038757
glipizide,Nausea,26,C,-0.0006632208824157715,0.9095775485038757
glipizide,Nausea,27,C,-0.0005871057510375977,0.9095775485038757
glipizide,Nausea,28,C,0.0009732842445373535,0.9095775485038757
glipizide,Nausea,29,C,-0.0005871057510375977,0.9095775485038757
glipizide,Nausea,30,C,-0.0006632208824157715,0.9095775485038757
glipizide,Urinary tract infection,0,C,-0.014956027269363403,0.4093918800354004
glipizide,Urinary tract infection,1,C,-0.00982925295829773,0.4093918800354004
glipizide,Urinary tract infection,2,C,0.015221357345581055,0.4093918800354004
glipizide,Urinary tract infection,3,N,-0.02554282546043396,0.4093918800354004
glipizide,Urinary tract infection,4,C,-0.034896641969680786,0.4093918800354004
glipizide,Urinary tract infection,5,C,-0.01647627353668213,0.4093918800354004
glipizide,Urinary tract infection,6,N,-0.0127488374710083,0.4093918800354004
glipizide,Urinary tract infection,7,C,-0.026617348194122314,0.4093918800354004
glipizide,Urinary tract infection,8,O,0.001973956823348999,0.4093918800354004
glipizide,Urinary tract infection,9,N,0.01819610595703125,0.4093918800354004
glipizide,Urinary tract infection,10,C,-0.009374439716339111,0.4093918800354004
glipizide,Urinary tract infection,11,C,-0.014699459075927734,0.4093918800354004
glipizide,Urinary tract infection,12,C,0.033476442098617554,0.4093918800354004
glipizide,Urinary tract infection,13,C,0.005530655384063721,0.4093918800354004
glipizide,Urinary tract infection,14,C,0.004995077848434448,0.4093918800354004
glipizide,Urinary tract infection,15,C,0.030710369348526,0.4093918800354004
glipizide,Urinary tract infection,16,C,0.004995077848434448,0.4093918800354004
glipizide,Urinary tract infection,17,C,0.005530655384063721,0.4093918800354004
glipizide,Urinary tract infection,18,S,-0.04306676983833313,0.4093918800354004
glipizide,Urinary tract infection,19,O,-0.04286903142929077,0.4093918800354004
glipizide,Urinary tract infection,20,O,-0.04286903142929077,0.4093918800354004
glipizide,Urinary tract infection,21,N,-0.03209048509597778,0.4093918800354004
glipizide,Urinary tract infection,22,C,0.03977444767951965,0.4093918800354004
glipizide,Urinary tract infection,23,O,0.014842778444290161,0.4093918800354004
glipizide,Urinary tract infection,24,N,0.0250321626663208,0.4093918800354004
glipizide,Urinary tract infection,25,C,0.009538233280181885,0.4093918800354004
glipizide,Urinary tract infection,26,C,-0.0036915838718414307,0.4093918800354004
glipizide,Urinary tract infection,27,C,-0.0034246742725372314,0.4093918800354004
glipizide,Urinary tract infection,28,C,-0.00784766674041748,0.4093918800354004
glipizide,Urinary tract infection,29,C,-0.0034246742725372314,0.4093918800354004
glipizide,Urinary tract infection,30,C,-0.0036915838718414307,0.4093918800354004
glyburide,Lactic acidosis,0,C,-0.012041270732879639,0.8258607387542725
glyburide,Lactic acidosis,1,O,0.00030916929244995117,0.8258607387542725
glyburide,Lactic acidosis,2,C,-0.0009021759033203125,0.8258607387542725
glyburide,Lactic acidosis,3,C,-0.034321486949920654,0.8258607387542725
glyburide,Lactic acidosis,4,C,0.0370786190032959,0.8258607387542725
glyburide,Lactic acidosis,5,C,-0.032062411308288574,0.8258607387542725
glyburide,Lactic acidosis,6,C,-0.0015694499015808105,0.8258607387542725
glyburide,Lactic acidosis,7,C,-0.0013425946235656738,0.8258607387542725
glyburide,Lactic acidosis,8,Cl,0.0009253621101379395,0.8258607387542725
glyburide,Lactic acidosis,9,C,-0.00943535566329956,0.8258607387542725
glyburide,Lactic acidosis,10,O,-0.00014704465866088867,0.8258607387542725
glyburide,Lactic acidosis,11,N,0.0023449063301086426,0.8258607387542725
glyburide,Lactic acidosis,12,C,-0.0035886168479919434,0.8258607387542725
glyburide,Lactic acidosis,13,C,-0.0024874210357666016,0.8258607387542725
glyburide,Lactic acidosis,14,C,0.0036780238151550293,0.8258607387542725
glyburide,Lactic acidosis,15,C,-0.0009717941284179688,0.8258607387542725
glyburide,Lactic acidosis,16,C,-0.000694572925567627,0.8258607387542725
glyburide,Lactic acidosis,17,C,-0.0022472739219665527,0.8258607387542725
glyburide,Lactic acidosis,18,C,-0.000694572925567627,0.8258607387542725
glyburide,Lactic acidosis,19,C,-0.0009717941284179688,0.8258607387542725
glyburide,Lactic acidosis,20,S,-0.00482410192489624,0.8258607387542725
glyburide,Lactic acidosis,21,O,-0.0036742687225341797,0.8258607387542725
glyburide,Lactic acidosis,22,O,-0.0036742687225341797,0.8258607387542725
glyburide,Lactic acidosis,23,N,-0.0016226768493652344,0.8258607387542725
glyburide,Lactic acidosis,24,C,-0.001518845558166504,0.8258607387542725
glyburide,Lactic acidosis,25,O,-0.0006972551345825195,0.8258607387542725
glyburide,Lactic acidosis,26,N,-0.0005865097045898438,0.8258607387542725
glyburide,Lactic acidosis,27,C,-0.00265580415725708,0.8258607387542725
glyburide,Lactic acidosis,28,C,-0.0013018250465393066,0.8258607387542725
glyburide,Lactic acidosis,29,C,-0.0012431144714355469,0.8258607387542725
glyburide,Lactic acidosis,30,C,0.00023949146270751953,0.8258607387542725
glyburide,Lactic acidosis,31,C,-0.0012431144714355469,0.8258607387542725
glyburide,Lactic acidosis,32,C,-0.0013018250465393066,0.8258607387542725
glyburide,Nausea,0,C,-0.00663071870803833,0.8832923769950867
glyburide,Nausea,1,O,-0.0005146265029907227,0.8832923769950867
glyburide,Nausea,2,C,-0.0013806819915771484,0.8832923769950867
glyburide,Nausea,3,C,-0.027095794677734375,0.8832923769950867
glyburide,Nausea,4,C,0.04495954513549805,0.8832923769950867
glyburide,Nausea,5,C,-0.025999248027801514,0.8832923769950867
glyburide,Nausea,6,C,-0.0012254714965820312,0.8832923769950867
glyburide,Nausea,7,C,-0.0009856224060058594,0.8832923769950867
glyburide,Nausea,8,Cl,-0.00011682510375976562,0.8832923769950867
glyburide,Nausea,9,C,-0.006801903247833252,0.8832923769950867
glyburide,Nausea,10,O,0.0006658434867858887,0.8832923769950867
glyburide,Nausea,11,N,0.001353919506072998,0.8832923769950867
glyburide,Nausea,12,C,-0.0013449788093566895,0.8832923769950867
glyburide,Nausea,13,C,-0.0012073516845703125,0.8832923769950867
glyburide,Nausea,14,C,0.0006505846977233887,0.8832923769950867
glyburide,Nausea,15,C,-0.000924527645111084,0.8832923769950867
glyburide,Nausea,16,C,-0.0007135272026062012,0.8832923769950867
glyburide,Nausea,17,C,-0.0019242167472839355,0.8832923769950867
glyburide,Nausea,18,C,-0.0007135272026062012,0.8832923769950867
glyburide,Nausea,19,C,-0.000924527645111084,0.8832923769950867
glyburide,Nausea,20,S,-0.00624614953994751,0.8832923769950867
glyburide,Nausea,21,O,-0.004963815212249756,0.8832923769950867
glyburide,Nausea,22,O,-0.004963815212249756,0.8832923769950867
glyburide,Nausea,23,N,-0.002689659595489502,0.8832923769950867
glyburide,Nausea,24,C,-0.000525057315826416,0.8832923769950867
glyburide,Nausea,25,O,0.0005277395248413086,0.8832923769950867
glyburide,Nausea,26,N,0.0003058314323425293,0.8832923769950867
glyburide,Nausea,27,C,-0.0021249055862426758,0.8832923769950867
glyburide,Nausea,28,C,-0.0007712841033935547,0.8832923769950867
glyburide,Nausea,29,C,-0.0007135272026062012,0.8832923769950867
glyburide,Nausea,30,C,0.0005921721458435059,0.8832923769950867
glyburide,Nausea,31,C,-0.0007135272026062012,0.8832923769950867
glyburide,Nausea,32,C,-0.0007712841033935547,0.8832923769950867
glyburide,Urinary tract infection,0,C,-0.04689386487007141,0.3646237254142761
glyburide,Urinary tract infection,1,O,0.003856450319290161,0.3646237254142761
glyburide,Urinary tract infection,2,C,0.002498120069503784,0.3646237254142761
glyburide,Urinary tract infection,3,C,-0.08555197715759277,0.3646237254142761
glyburide,Urinary tract infection,4,C,0.11809676885604858,0.3646237254142761
glyburide,Urinary tract infection,5,C,-0.07965844869613647,0.3646237254142761
glyburide,Urinary tract infection,6,C,-0.004390984773635864,0.3646237254142761
glyburide,Urinary tract infection,7,C,-0.0031294822692871094,0.3646237254142761
glyburide,Urinary tract infection,8,Cl,-0.0003579854965209961,0.3646237254142761
glyburide,Urinary tract infection,9,C,-0.005868673324584961,0.3646237254142761
glyburide,Urinary tract infection,10,O,0.0036863386631011963,0.3646237254142761
glyburide,Urinary tract infection,11,N,0.020552247762680054,0.3646237254142761
glyburide,Urinary tract infection,12,C,-0.004870086908340454,0.3646237254142761
glyburide,Urinary tract infection,13,C,-0.010971695184707642,0.3646237254142761
glyburide,Urinary tract infection,14,C,0.0207272469997406,0.3646237254142761
glyburide,Urinary tract infection,15,C,-0.0018158555030822754,0.3646237254142761
glyburide,Urinary tract infection,16,C,-0.0020627081394195557,0.3646237254142761
glyburide,Urinary tract infection,17,C,0.007862001657485962,0.3646237254142761
glyburide,Urinary tract infection,18,C,-0.0020627081394195557,0.3646237254142761
glyburide,Urinary tract infection,19,C,-0.0018158555030822754,0.3646237254142761
glyburide,Urinary tract infection,20,S,-0.04668787121772766,0.3646237254142761
glyburide,Urinary tract infection,21,O,-0.04047352075576782,0.3646237254142761
glyburide,Urinary tract infection,22,O,-0.04047355055809021,0.3646237254142761
glyburide,Urinary tract infection,23,N,-0.027412831783294678,0.3646237254142761
glyburide,Urinary tract infection,24,C,0.03811720013618469,0.3646237254142761
glyburide,Urinary tract infection,25,O,0.016444534063339233,0.3646237254142761
glyburide,Urinary tract infection,26,N,0.02495551109313965,0.3646237254142761
glyburide,Urinary tract infection,27,C,0.010028809309005737,0.3646237254142761
glyburide,Urinary tract infection,28,C,-0.004064619541168213,0.3646237254142761
glyburide,Urinary tract infection,29,C,-0.0037274956703186035,0.3646237254142761
glyburide,Urinary tract infection,30,C,-0.008291423320770264,0.3646237254142761
glyburide,Urinary tract infection,31,C,-0.0037274956703186035,0.3646237254142761
glyburide,Urinary tract infection,32,C,-0.004064619541168213,0.3646237254142761
linagliptin,Lactic acidosis,0,C,-0.014327585697174072,0.7536581158638
linagliptin,Lactic acidosis,1,C,-0.0042247772216796875,0.7536581158638
linagliptin,Lactic acidosis,2,C,-0.008871793746948242,0.7536581158638
linagliptin,Lactic acidosis,3,C,0.005734145641326904,0.7536581158638
linagliptin,Lactic acidosis,4,N,-0.015732645988464355,0.7536581158638
linagliptin,Lactic acidosis,5,C,-0.01797431707382202,0.7536581158638
linagliptin,Lactic acidosis,6,C,0.0015742778778076172,0.7536581158638
linagliptin,Lactic acidosis,7,N,0.0023695826530456543,0.7536581158638
linagliptin,Lactic acidosis,8,C,-0.01767897605895996,0.7536581158638
linagliptin,Lactic acidosis,9,N,0.001015782356262207,0.7536581158638
linagliptin,Lactic acidosis,10,C,0.0005519986152648926,0.7536581158638
linagliptin,Lactic acidosis,11,C,-0.002203643321990967,0.7536581158638
linagliptin,Lactic acidosis,12,C,-0.002180814743041992,0.7536581158638
linagliptin,Lactic acidosis,13,C,-0.0016957521438598633,0.7536581158638
linagliptin,Lactic acidosis,14,C,-0.0010025501251220703,0.7536581158638
linagliptin,Lactic acidosis,15,N,0.001272439956665039,0.7536581158638
linagliptin,Lactic acidosis,16,N,-0.0003758072853088379,0.7536581158638
linagliptin,Lactic acidosis,17,C,-0.006167411804199219,0.7536581158638
linagliptin,Lactic acidosis,18,O,-0.0028541088104248047,0.7536581158638
linagliptin,Lactic acidosis,19,N,-0.008394360542297363,0.7536581158638
linagliptin,Lactic acidosis,20,C,-0.005227804183959961,0.7536581158638
linagliptin,Lactic acidosis,21,O,-0.0029604434967041016,0.7536581158638
linagliptin,Lactic acidosis,22,C,0.004865467548370361,0.7536581158638
linagliptin,Lactic acidosis,23,C,-0.003271758556365967,0.7536581158638
linagliptin,Lactic acidosis,24,N,-0.002479374408721924,0.7536581158638
linagliptin,Lactic acidosis,25,C,0.010791420936584473,0.7536581158638
linagliptin,Lactic acidosis,26,C,0.0023079514503479004,0.7536581158638
linagliptin,Lactic acidosis,27,C,-0.00512087345123291,0.7536581158638
linagliptin,Lactic acidosis,28,C,-0.004994451999664307,0.7536581158638
linagliptin,Lactic acidosis,29,C,0.00048619508743286133,0.7536581158638
linagliptin,Lactic acidosis,30,C,0.0059340596199035645,0.7536581158638
linagliptin,Lactic acidosis,31,C,0.0017201900482177734,0.7536581158638
linagliptin,Lactic acidosis,32,N,0.005152642726898193,0.7536581158638
linagliptin,Lactic acidosis,33,C,-0.057836174964904785,0.7536581158638
linagliptin,Lactic acidosis,34,C,-0.008565366268157959,0.7536581158638
linagliptin,Nausea,0,C,-0.012277781963348389,0.8291733264923096
linagliptin,Nausea,1,C,-0.0023343563079833984,0.8291733264923096
linagliptin,Nausea,2,C,-0.005153238773345947,0.8291733264923096
linagliptin,Nausea,3,C,0.0032198429107666016,0.8291733264923096
linagliptin,Nausea,4,N,-0.0078887939453125,0.8291733264923096
linagliptin,Nausea,5,C,-0.007784426212310791,0.8291733264923096
linagliptin,Nausea,6,C,0.001040816307067871,0.8291733264923096
linagliptin,Nausea,7,N,0.00022852420806884766,0.8291733264923096
linagliptin,Nausea,8,C,-0.008462786674499512,0.8291733264923096
linagliptin,Nausea,9,N,0.00019222497940063477,0.8291733264923096
linagliptin,Nausea,10,C,-0.0006215572357177734,0.8291733264923096
linagliptin,Nausea,11,C,-0.0024179816246032715,0.8291733264923096
linagliptin,Nausea,12,C,-0.0029592514038085938,0.8291733264923096
linagliptin,Nausea,13,C,-0.0010311007499694824,0.8291733264923096
linagliptin,Nausea,14,C,-0.0009323358535766602,0.8291733264923096
linagliptin,Nausea,15,N,0.00022745132446289062,0.8291733264923096
linagliptin,Nausea,16,N,0.0019431114196777344,0.8291733264923096
linagliptin,Nausea,17,C,-0.0010383129119873047,0.8291733264923096
linagliptin,Nausea,18,O,-0.0031908750534057617,0.8291733264923096
linagliptin,Nausea,19,N,-0.003720104694366455,0.8291733264923096
linagliptin,Nausea,20,C,-0.001325368881225586,0.8291733264923096
linagliptin,Nausea,21,O,-0.0021721720695495605,0.8291733264923096
linagliptin,Nausea,22,C,0.002523958683013916,0.8291733264923096
linagliptin,Nausea,23,C,-0.002424299716949463,0.8291733264923096
